4,4_YEARS/YEARS_1.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.10427,0.285115,-0.110685,-2.9491,-10.3915,-7.62235,0.459192,-0.235965,0.107827,10.1987,-14.1118,95.7563,YEARS,VEAH,
4,4_YEARS/YEARS_2.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.12441,0.287126,-0.101848,-1.99119,-10.6414,-8.39135,0.441788,-0.233001,0.104163,10.5103,-13.322,96.4486,YEARS,KM,
4,4_YEARS/YEARS_3.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.1955,0.282428,-0.0784291,-1.52787,-12.5046,-10.021,0.37719,-0.227422,0.0828345,12.377,-13.4096,97.6702,YEARS,VEA,
4,4_YEARS/YEARS_4.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.21604,0.278274,-0.069575,-1.093,-12.7488,-10.6571,0.357594,-0.222498,0.0784709,12.653,-13.1484,98.2329,YEARS,WIJ,
4,4_YEARS/YEARS_5.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.23687,0.275848,-0.0598634,-0.491617,-13.3103,-11.4438,0.338729,-0.218784,0.071989,13.2767,-12.811,98.867,YEARS,TID,
4,4_YEARS/YEARS_6.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.25779,0.273267,-0.0504388,0.230369,-13.6453,-12.4573,0.320248,-0.214316,0.067636,13.6937,-12.3855,99.7624,YEARS,WAO,
4,4_YEARS/YEARS_7.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.27839,0.273567,-0.0365313,1.48301,-14.2407,-13.8251,0.303069,-0.211226,0.0591119,14.4817,-11.5879,100.917,YEARS,EM,
4,4_YEARS/YEARS_8.jpg,1.5,0,0.09,8.07329e-16,-9.96947,90,1.29404,0.275447,-0.0234985,2.23439,-14.0039,-15.3917,0.291073,-0.209011,0.0525701,14.3708,-11.1886,102.465,YEARS,VEAR,
5,5_AGO/AGO_1.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.32893,0.279766,-0.148638,-5.89435,-10.3628,-8.09303,0.540441,-0.224313,0.121374,9.80126,-17.1183,96.3229,AGO,W,
5,5_AGO/AGO_2.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.35898,0.278985,-0.131758,-5.2171,-10.5247,-8.4875,0.509838,-0.221861,0.111119,10.0011,-16.5304,96.6668,AGO,AW,
5,5_AGO/AGO_3.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.37663,0.275234,-0.121727,-4.9295,-10.4138,-8.64555,0.49063,-0.218444,0.106728,9.90428,-16.2587,96.8391,AGO,IW,
5,5_AGO/AGO_4.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.44581,0.275561,-0.114325,-4.49333,-12.5833,-10.5038,0.433429,-0.214562,0.0960888,11.9924,-16.4578,98.2443,AGO,W,
5,5_AGO/AGO_5.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.46653,0.272065,-0.104908,-4.60617,-12.7297,-10.7639,0.412058,-0.212908,0.0899263,12.0964,-16.6441,98.4792,AGO,AW,
5,5_AGO/AGO_6.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.48731,0.269064,-0.095879,-4.47316,-13.0775,-11.1035,0.391415,-0.210979,0.0837056,12.4361,-16.6355,98.7395,AGO,AW,
5,5_AGO/AGO_7.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.51099,0.269827,-0.0890371,-3.54489,-13.9999,-12.1862,0.372682,-0.208017,0.0788877,13.4191,-16.1041,99.577,AGO,AFO,
5,5_AGO/AGO_8.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.52591,0.262428,-0.0777244,-3.69153,-13.5255,-12.2145,0.353665,-0.203715,0.0744733,12.9046,-16.1757,99.7175,AGO,AW,
5,5_AGO/AGO_9.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.5696,0.25947,-0.0563052,-2.38397,-14.6167,-14.0503,0.314144,-0.198486,0.061069,14.0846,-15.5099,101.231,AGO,AW,
5,5_AGO/AGO_10.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.59383,0.256848,-0.0460428,-0.743133,-16.0333,-15.2251,0.293598,-0.194415,0.0546593,15.7661,-14.4853,101.968,AGO,AJO,
5,5_AGO/AGO_11.jpg,1.8,0,0.09,8.07329e-16,-9.96947,90,1.61274,0.252785,-0.0335174,0.147708,-16.2608,-16.0708,0.274512,-0.190941,0.0490879,16.1354,-13.8925,102.691,AGO,ZI,
7,7_FATHERS/FATHERS_1.jpg,2.4,0.3,0.09,0,-9.96947,180,1.65503,0.966357,-0.244423,8.36645,-2.04804,-44.8046,1.00945,0.0950638,0.287768,4.70461,-17.2695,-136.456,FATHERS,MVWII,
6,6_OUR/OUR_1.jpg,2.1,0,0.09,8.07329e-16,-9.96947,90,1.78162,0.249252,-0.116843,-7.50047,-13.3333,-8.91247,0.39133,-0.210875,0.0930964,12.5784,-19.2029,96.6004,OUR,M,
7,7_FATHERS/FATHERS_2.jpg,2.4,0.3,0.09,0,-9.96947,180,1.64745,-0.232437,-0.237898,2.19634,-4.28618,30.1107,0.940046,0.0928958,0.25499,4.14876,-12.545,148.997,FATHERS,IAVHAIS,
7,7_FATHERS/FATHERS_3.jpg,2.4,0.3,0.09,0,-9.96947,180,1.66819,-0.22099,-0.201064,2.39654,-3.10173,30.9255,0.909958,0.0808958,0.239009,3.72281,-11.375,148.32,FATHERS,IAVNEIX,
7,7_FATHERS/FATHERS_4.jpg,2.4,0.3,0.09,0,-9.96947,180,1.73005,0.882027,-0.185166,7.64547,-2.2499,-44.2221,0.896166,0.0816557,0.231363,4.08733,-16.8761,-136.879,FATHERS,VAVNIIS,
7,7_FATHERS/FATHERS_5.jpg,2.4,0.3,0.09,0,-9.96947,180,1.7468,0.87383,-0.171974,7.44745,-1.79848,-44.9465,0.875487,0.0852557,0.225465,4.17123,-16.4666,-136.126,FATHERS,FIVNEIS,
7,7_FATHERS/FATHERS_6.jpg,2.4,0.3,0.09,0,-9.96947,180,1.77033,0.873466,-0.162549,7.90925,-1.51549,-46.2096,0.856096,0.0887884,0.219862,4.56957,-16.6847,-134.951,FATHERS,FAVNEZK,
7,7_FATHERS/FATHERS_7.jpg,2.4,0.3,0.09,0,-9.96947,180,1.73923,-0.18949,-0.178351,2.53528,-3.44111,30.649,0.832627,0.0938619,0.214827,4.01724,-11.6095,148.522,FATHERS,MIME,
7,7_FATHERS/FATHERS_8.jpg,2.4,0.3,0.09,0,-9.96947,180,1.74851,-0.175026,-0.182564,1.99867,-4.0907,29.5819,0.818476,0.0989201,0.211404,3.84855,-12.5143,149.596,FATHERS,VAIM,
7,7_FATHERS/FATHERS_9.jpg,2.4,0.3,0.09,0,-9.96947,180,1.75137,-0.162872,-0.16927,1.72956,-3.46629,28.8295,0.805669,0.0990527,0.208049,3.25942,-12.1539,150.493,FATHERS,KAYNEIS,
8,8_BROUGHT/BROUGHT_1.jpg,2.4,0.6,0.09,0,-9.96947,180,1.77826,0.0285294,-0.148025,1.80612,-1.67924,26.104,0.816394,0.246245,0.206535,2.40227,-10.6733,153.439,BROUGHT,IIDMNV,
8,8_BROUGHT/BROUGHT_2.jpg,2.4,0.6,0.09,0,-9.96947,180,1.7775,0.0385456,-0.12161,1.78394,-0.0555894,25.5001,0.803775,0.245215,0.203295,1.65556,-9.24763,154.223,BROUGHT,IIWWV,
7,7_FATHERS/FATHERS_10.jpg,2.4,0.3,0.09,0,-9.96947,180,1.80256,0.815841,-0.131827,6.85775,-0.619041,-46.0048,0.788424,0.0964528,0.203259,4.4727,-15.2966,-135.012,FATHERS,FIYPIIM,
7,7_FATHERS/FATHERS_11.jpg,2.4,0.3,0.09,0,-9.96947,180,1.79334,-0.150842,-0.151285,2.78382,-3.26858,29.8382,0.763088,0.0987477,0.193531,4.12199,-11.3903,149.318,FATHERS,FATHEIS,
8,8_BROUGHT/BROUGHT_3.jpg,2.4,0.6,0.09,0,-9.96947,180,1.81334,0.0364501,-0.123012,2.15559,-0.767226,26.8045,0.780536,0.245896,0.193467,2.3026,-9.67402,152.788,BROUGHT,EIOII,
7,7_FATHERS/FATHERS_12.jpg,2.4,0.3,0.09,0,-9.96947,180,1.80332,-0.144141,-0.13191,3.32976,-2.15343,29.5066,0.745853,0.103771,0.188311,4.02135,-10.1769,149.727,FATHERS,VAWEIS,
8,8_BROUGHT/BROUGHT_4.jpg,2.4,0.6,0.09,0,-9.96947,180,1.83515,0.0530797,-0.110316,1.6594,-0.821282,26.0183,0.750312,0.249103,0.182444,1.87986,-9.97411,153.644,BROUGHT,IIWCKV,
7,7_FATHERS/FATHERS_13.jpg,2.4,0.3,0.09,0,-9.96947,180,1.82565,-0.138459,-0.133421,2.31033,-3.00424,29.9262,0.727239,0.100867,0.181643,3.57133,-11.3988,149.351,FATHERS,MVMEIS,
